№,名称,郵便番号,住所,方書,電話番号,市町村区分,ロタリックス,ロタテック,ＨＩＢ,小児用肺炎球菌,Ｂ型肝炎,四種混合,MR,水痘,日本脳炎,二種混合,子宮頸がん,高齢者インフルエンザ,高齢者肺炎球菌,BCG,経度,緯度
2477,社会医療法人高清会　高井病院,632-0006,奈良県天理市蔵之庄町４７０－８,,0743-65-0372,市外,,○,○,○,○,○,○,○,○,○,○,○,,,,
2478,すずきこどもクリニック,633-0061,奈良県桜井市上之庄７１０－１,,0744-48-6700,市外,○,○,○,○,○,○,○,○,○,○,○,,,,,
2479,医療法人新和会　岡本内科こどもクリニック,633-0064,奈良県桜井市戒重２０６,,0744-42-4152,市外,○,,○,○,○,○,○,○,○,○,,○,○,,,
2480,医療法人社団岡田会　介護老人保健施設やまのべグリーンヒルズ,633-0087,奈良県桜井市大字大豆越１０４―１,,0744-45-5960,市外,,,,,,,,,,,,○,○,,,
2481,たに小児科医院,634-0005,奈良県橿原市北八木町３－６５－７,,0744-25-5335,市外,○,○,○,○,○,○,○,○,○,○,○,,,,,
2482,医療法人一青会　あおき小児科,636-0002,奈良県北葛城郡王寺町王寺２－４－７,,0745-33-7100,市外,○,○,○,○,○,○,○,○,,,,,,,,
2483,福）正和会老人保健施設ルポゼまきの,637-0077,奈良県五條市大沢町５―２５,,07472-4-0033,市外,,,,,,,,,,,,○,,,,
2484,医療法人友愛会　かつらぎクリニック,639-2113,奈良県葛城市北花内６１６－１,,0745-69-0801,市外,,○,○,○,○,○,○,○,○,○,,,○,,,
2485,医療法人鴻池会老人保健施設鴻池荘,639-2273,奈良県御所市大字池之内１０６４,,0745-63-0601,市外,,,,,,,,,,,,○,,,,
2486,医療法人　山下医院,639-2306,奈良県御所市三室１１０－１,,0745-65-1033,市外,○,○,○,○,○,○,○,○,○,○,,○,○,,,
2487,楊消化器クリニック,640-8269,和歌山県和歌山市小松原通５－２０,,073-427-2155,市外,,,,,,,,,,,,○,○,,,
2488,いわはし小児科,640-8301,和歌山県和歌山市岩橋１０４８－２,,073-499-6889,市外,○,○,○,○,○,○,○,○,○,○,,,,,,
2489,かわばた産婦人科,640-8432,和歌山県和歌山市土入２５－１,,073-453-0600,市外,○,○,○,○,○,○,○,○,○,○,○,○,○,,,
2490,医療法人稲祥会　稲田クリニック,641-0004,和歌山県和歌山市和田４６１番地,,073-475-3131,市外,○,○,○,○,○,○,○,○,○,○,○,,,,,
2491,しこねクリニック,642-0022,和歌山県海南市大野中４５２－１５,,073-482-1351,市外,○,,○,○,○,○,○,○,○,,,○,,,,
2492,ふくはらこどもクリニック,646-0021,和歌山県田辺市朝日ヶ丘１３－２４,,0739-33-7711,市外,○,○,○,○,○,○,○,○,○,○,○,○,,,,
2493,医療法人こうま会　うえはら小児科,646-0027,和歌山県田辺市朝日ヶ丘１６－３２,,0739-26-6000,市外,○,○,○,○,○,○,○,○,○,○,○,○,○,,,
2494,すずきこどもクリニック,647-0042,和歌山県新宮市下田２－３－２,,0735-28-0111,市外,○,○,○,○,○,○,○,○,○,○,○,,,,,
2495,橋本市民病院,648-0005,和歌山県橋本市小峰台二丁目８－１,,0736-37-1200,市外,○,○,○,○,○,○,○,○,○,○,○,○,○,,,
2496,介護老人保健施設ルピナス,649-5312,和歌山県東牟婁郡那智勝浦町宇久井７１４番地３,,0735-54-2323,市外,,,,,,,,,,,,○,,,,
2497,医療法人かしい小児科,649-6414,和歌山県紀の川市打田１４１７－４,,0736-77-3399,市外,○,○,○,○,○,○,○,○,○,,,○,,,,
2498,医療法人さんと会　わしおこども医院,650-0046,兵庫県神戸市中央区港島中町３－２－６,,078-515-6822,市外,○,○,○,○,○,○,○,○,○,○,○,○,,,,
2499,医療法人社団直太会　母と子の上田病院,651-0066,兵庫県神戸市中央区国香通１－１－４,,078-241-3305,市外,,○,○,○,○,○,○,○,○,○,,,,,,
2500,社会福祉法人恩賜財団済生会兵庫県病院,651-1302,兵庫県神戸市北区藤原台中町５丁目１番１号,,078-987-2222,市外,○,,○,○,○,○,○,○,○,○,,,,,,
2501,医療法人社団恵秀会老人保健施設桃源の郷,651-1313,兵庫県神戸市北区有野中町４―１８―２１,,078-987-2521,市外,,,,,,,,,,,,○,,,,
2502,医療法人社団萌会　こばやし小児科・脳神経外科クリニック,651-2129,兵庫県神戸市西区白水３－１－１５,,078-977-0330,市外,○,○,○,○,○,○,○,○,○,○,,,,,,
2503,医療法人社団　松善会　介護老人保健施設　すま松の郷　,654-0121,兵庫県神戸市須磨区妙法寺字樫原２－１,,078-741-8585,市外,,,,,,,,,,,,○,,,,
2504,医療法人社団めぐみ会　わだ小児科クリニック,654-0131,兵庫県神戸市須磨区横尾１－１７－２０１,,078-747-3150,市外,○,○,○,○,○,○,○,○,○,○,○,,,,,
2505,医療法人社団すすむ会老人保健施設佐野記念アットホーム,655-0854,兵庫県神戸市垂水区桃山台５―１１１７―１,,078-751-7200,市外,,,,,,,,,,,,○,,,,
2506,社福）弘道会　洲本特別養護老人ホーム,656-0004,兵庫県洲本市中川原町安坂字居屋敷９８６,,0799-25-8585,市外,,,,,,,,,,,,○,,,,
2507,医療法人社団三根医院,656-0026,兵庫県洲本市栄町２－２－２６,,0799-24-0030,市外,○,○,○,○,○,○,○,○,○,○,○,○,○,,,
2508,特別養護老人ホームあわじ荘,656-1724,兵庫県津名郡北淡町野島貴船２２９―１,,0799-82-1950,市外,,,,,,,,,,,,○,,,,
2509,医療法人社団淡路平成会東浦平成病院,656-2311,兵庫県淡路市久留麻１８６７,,0799-74-0503,市外,○,○,○,○,○,○,○,○,○,○,○,○,○,,,
2510,常岡内科クリニック,657-0037,兵庫県神戸市灘区備後町３－１－２０,,078-841-4512,市外,,,,,,○,○,○,○,○,○,○,○,,,
2511,医療法人社団　平井外科胃腸科クリニック,658-0003,兵庫県神戸市東灘区本山北町３－７－６,アルカンシェル岡本１Ｆ,078-451-3911,市外,,,,,,,,,,,,○,○,,,
2512,医療法人康雄会　介護老人保健施設すばる魚崎の郷,658-0026,兵庫県神戸市東灘区魚崎西町２－３－１９,,078-811-8900,市外,,,,,,,,,,,,○,○,,,
2513,医療法人社団慶仁会　介護老人保健施設「マイライフ芦屋」,659-0034,兵庫県芦屋市陽光町８－３０,,0797-38-8840,市外,,,,,,,,,,,,○,,,,
2514,医療法人純徳会　田中病院,660-0084,兵庫県尼崎市武庫川町２－２,,6416-6931,市外,,,,,,,,,,,,○,○,,,
2515,社会医療法人愛仁会　尼崎だいもつ病院,660-0828,兵庫県尼崎市東大物町１－１－１,,6482-0001,市外,,,,,,,,,,,,○,○,,,
2516,医療法人浩清会　やすみつクリニック,660-0884,兵庫県尼崎市神田中通５－１９５,クリニックプラザＡＭＡ２階,06-6418-8332,市外,,,,,,,,,,,,○,○,,,
2517,医療法人社団薫会　フローリス介護老人保健施設,660-0893,兵庫県尼崎市西難波町６－１１－６,,4868-3800,市外,,,,,,,,,,,,○,○,,,
2518,尼崎医療生活協同組合　あおぞら生協クリニック,661-0033,兵庫県南武庫之荘１１－１２－１,,6436-1724,市外,○,,○,○,○,○,○,○,○,○,,,,,,
2519,尼崎医療生協　介護老人保健施設　ひだまりの里,661-0033,兵庫県尼崎市南武庫之荘１１－１２－１,,06-4962-5920,市外,,,,,,,,,,,,○,○,,,
2520,医療法人社団快癒会　おぐらクリニック,661-0043,兵庫県尼崎市武庫元町１－３３－９,,4962-5320,市外,,,,,,,,,,,,○,○,,,
2521,にこにこクリニック,661-0975,兵庫県尼崎市下坂部２－２－１０,,6499-1000,市外,○,○,○,○,○,○,○,○,○,○,○,○,○,,,
2522,医療法人社団快癒会　山田クリニック,661-0978,兵庫県尼崎市久々知西町２－４－２２－１０２,,6427-1158,市外,,,,,,,,,,,,○,○,,,
2523,メイプルこどもクリニック,662-0097,兵庫県芦屋市岩国町１－７　ロイヤルパーク芦屋　１階,,0797-25-0911,市外,○,○,○,○,○,○,○,○,○,○,○,,,,,
2524,医療法人協和会介護老人保健施設ウエルハウス西宮,662-0934,兵庫県西宮市西宮浜４―１５―１,,0798-32-1113,市外,,,,,,,,,,,,○,,,,
2525,のぶはらクリニック,663-8183,兵庫県西宮市里中町２－７－２２,,0798-61-1672,市外,,,,,,,,,,,,○,○,,,
2526,特別養護老人ホームあそか苑,664-0023,兵庫県伊丹市中野西１―１８,,0727-85-0109,市外,,,,,,,,,,,,○,,,,
2527,医療法人社団さかもと小児科アレルギー科,664-0846,兵庫県伊丹市伊丹１－７－１６－１０１,,072-771-6116,市外,○,○,○,○,○,○,○,○,○,○,○,○,○,,,
2528,医療法人社団あんずこどもクリニック,665-0011,兵庫県宝塚市南口１－８－２６,３階,0797-77-8080,市外,○,○,○,○,○,○,○,○,○,○,○,,,,,
2529,医療法人社団栄徳会　宝塚磯病院,665-0033,兵庫県宝塚市伊孑志４－３－１,,0797-62-6638,市外,,,,,,,,,,,,○,○,,,
2530,医社）六心会エスペランサ,665-0815,兵庫県宝塚市山本丸橋２―２２―１,,0797-82-3338,市外,,,,,,,,,,,,○,,,,
2531,チャイルドクリニックサンタクルス　ザ　タカラヅカ,665-0844,兵庫県宝塚市武庫川町６－２２,,0797-83-1173,市外,○,○,○,○,○,○,○,○,○,○,○,○,○,,,
2532,清田医院,666-0017,兵庫県川西市火打１－１－１２,ラフォートキセラ２Ⅱ１０２号,072-756-1155,市外,,,,,,,,,,,,○,○,,,
2533,医療法人協和会　協立温泉病院,666-0121,兵庫県川西市平野１－３９－１,,072-792-1301,市外,,,,,,,,,,,,○,,,,
2534,社会福祉法人正和会　やわらぎの里　西多田,666-0138,兵庫県川西市西多田２－１－７,,072-793-6700,市外,,,,,,,,,,,,○,○,,,
2535,公立八鹿病院,667-0021,兵庫県養父郡八鹿町八鹿１８７８－１,,079-662-5555,市外,○,,○,○,○,○,○,○,○,○,,○,○,,,
2536,たじま医療生活協同組合　ろっぽう診療所,668-0851,兵庫県豊岡市今森４６５番地の１,,0796-24-7007,市外,○,○,○,○,○,○,○,○,○,○,○,○,○,,,
2537,医社）緑水会シルバーハウス,669-1101,兵庫県西宮市塩瀬町生瀬１２８１―５,,0797-85-8591,市外,,,,,,,,,,,,○,,,,
2538,医療法人社団こあらファミリー,669-1134,兵庫県西宮市名塩新町８番地,,0797-62-0111,市外,○,○,○,○,○,○,○,○,,○,,○,○,,,
2539,おかもと小児科,669-1320,兵庫県三田市けやき台３－７６－５,,079-565-1699,市外,○,○,○,○,○,○,○,○,○,○,○,○,○,,,
2540,エバラこどもクリニック,669-1546,兵庫県三田市弥生が丘１－１１,フラワータウン駅ビル７Ｆ,079-562-8580,市外,○,○,○,○,○,○,○,○,○,○,○,○,○,,,
2541,医療法人社団紀洋会　介護老人保健施設　咲楽荘,669-2202,兵庫県篠山市東吹９７６－１,,079-590-2121,市外,,,,,,,,,,,,○,,,,
2542,兵庫県立丹波医療センター,669-3495,兵庫県丹波市氷上町石生２００２－７,,0795-88-5200,市外,○,○,○,○,○,○,○,○,○,○,○,,○,,,
2543,医療法人社団佳生会　介護老人保健施設セントクリストファーズホーム,673-0505,兵庫県三木市志染町細目字橋ケ谷２８－２６,,0794-84-2211,市外,,,,,,,,,,,,○,,,,
2544,医療法人社団中山小児科,675-0017,兵庫県加古川市野口町良野１１３－１,,079-456-7510,市外,○,○,○,○,○,○,○,○,○,○,○,,,,,
2545,みなとがわこどもクリニック,675-0101,兵庫県加古川市平岡町新在家１５８８－２１,アビエスメディカルモール２Ｆ,079-456-0530,市外,○,○,○,○,○,○,○,○,○,○,,○,,,,
2546,医療法人伯鳳会　赤穂はくほう会病院,678-0239,兵庫県赤穂市加里屋字新町９９番地,,0791-45-1111,市外,○,○,○,○,○,○,○,○,○,○,○,○,○,,,
2547,吉田小児科医院,679-4167,兵庫県たつの市龍野町富永７７０－３０,,0791-63-6000,市外,○,○,○,○,○,○,○,○,○,○,○,,,,,
2548,医療法人たなか小児科医院,680-0844,鳥取県鳥取市興南町７６,,0857-21-1222,市外,○,○,○,○,○,○,○,○,○,○,○,○,○,,,
2549,鳥取市立病院,680-8501,鳥取県鳥取市的場１－１,,0857-37-1522,市外,○,○,○,○,○,○,○,○,○,○,○,○,○,,,
2550,打吹公園クリニック,682-0824,鳥取県倉吉市仲ノ町７７０,,0858-22-3790,市外,○,,○,○,○,○,○,○,○,○,○,○,,,,
2551,医療法人岡空小児科医院,684-0003,鳥取県境港市浜ノ町１２７番地,,0859-47-1234,市外,○,○,○,○,○,○,○,○,○,○,○,○,○,,,
2552,隠岐広域連合立隠岐病院,685-0104,島根県隠岐郡隠岐の島町都万２０１６,,08512-3-1622,市外,○,○,○,○,○,○,○,○,○,○,○,,,,,
2553,医療法人わたなべこどもレディースクリニック,693-0014,島根県出雲市武志町８３６－３,,0853-30-8020,市外,○,○,○,○,○,○,○,○,○,○,○,,,,,
2554,益田赤十字病院,698-8501,島根県益田市乙吉町イ１０３－１,,0856-22-1480,市外,○,,○,○,○,○,○,○,○,○,,,,,,
2555,医療法人イナバ小児科,700-0914,岡山県岡山市北区鹿田町１－７－１,,086-232-5355,市外,○,○,○,○,○,○,○,○,○,○,○,○,○,,,
2556,青山こどもクリニック,700-0951,岡山県岡山市北区田中６２５－８,,086-246-3650,市外,○,○,○,○,○,○,○,○,○,○,,,,,,
2557,かたやま小児科クリニック,708-0004,岡山県津山市山北７６３－１９,,0868-24-1310,市外,○,○,○,○,○,○,○,○,○,○,○,,,,,
2558,すくすくこどもクリニック,719-0243,岡山県浅口市鴨方町鴨方１６３５－４,,0865-44-5400,市外,○,○,○,○,○,○,○,○,○,○,○,,,,,
2559,広島県厚生農業協同組合連合会尾道総合病院,722-8508,広島県尾道市平原１－１０－２３,,0848-22-8111,市外,,○,○,○,○,○,○,○,○,○,○,○,○,,,
2560,医療法人社団　緑子会　千田こどもクリニック,730-0052,広島県広島市中区千田町２－１－２７,,082-543-6230,市外,○,,○,○,○,○,○,○,○,○,○,,,,,
2561,医療法人あおぞら　ますだ小児科,732-0055,広島県広島市東区東蟹屋町１０－２１,,082-568-2828,市外,○,,○,○,○,○,○,○,○,○,○,,,,,
2562,よねくら小児科,737-0046,広島県呉市中通１－３－１４,オールファーマシータウン３Ｆ,0823-32-2531,市外,○,○,○,○,○,○,○,○,○,○,○,,,,,
2563,医療法人かとう小児科アレルギー科,739-0007,広島県東広島市西条土与丸５－９－６,,082-421-5522,市外,○,○,○,○,○,○,○,○,○,○,○,,,,,
2564,医療法人　たけの子クリニック,742-1102,山口県熊毛郡平生町平生村７６５－２,,0820-25-3341,市外,○,○,○,○,○,○,○,○,○,○,○,○,○,,,
2565,医療法人三生会みちがみ病院,743-0023,山口県光市光ケ丘２番５号,,0833-72-3332,市外,○,○,○,○,○,○,○,○,○,,,,,,,
2566,医療法人おおしろ小児科,745-0871,山口県周南市大字徳山４１８６－１,,0834-22-3121,市外,○,○,○,○,○,○,○,○,○,○,○,,,,,
2567,石川ファミリークリニック,751-0869,山口県下関市伊倉新町４－２－２１,,083-249-5830,市外,○,○,○,○,○,○,○,○,○,○,○,○,○,,,
2568,花宮医院,758-0074,山口県萩市大字平安古町３０５番地３,,0838-25-8738,市外,○,,○,○,○,○,○,○,○,○,○,○,○,,,
2569,医療法人社団いまいこどもファミリークリニック,761-0102,香川県高松市新田町甲６５８－７,,087-813-8048,市外,○,○,○,○,○,○,○,○,○,○,○,○,○,,,
2570,医療法人社団ハピネスこどもクリニック,761-0434,香川県高松市十川東町５５－１,,087-848-9178,市外,○,○,○,○,○,○,○,○,○,○,○,,,,,
2571,医療法人永井整形外科医院　城山苑,762-0025,香川県坂出市川津町１４９３,,0877-45-1179,市外,,,,,,,,,,,,○,,,,
